solver;mzn;dzn;first_objective
gecode;open_stacks_01.mzn;wbop_20_10_1.dzn;14.0
gecode;open_stacks_01.mzn;wbop_20_20_1.dzn;12.0
gecode;open_stacks_01.mzn;wbop_30_10_1.dzn;22.0
gecode;open_stacks_01.mzn;wbop_30_15_1.dzn;18.0
gecode;open_stacks_01.mzn;wbop_30_30_1.dzn;19.0
gecode;open_stacks_01.mzn;wbp_10_10_1.dzn;8.0
gecode;open_stacks_01.mzn;wbp_10_20_1.dzn;10.0
gecode;open_stacks_01.mzn;wbp_10_30_1.dzn;10.0
gecode;open_stacks_01.mzn;wbp_15_15_1.dzn;14.0
gecode;open_stacks_01.mzn;wbp_15_30_1.dzn;15.0
gecode;open_stacks_01.mzn;wbp_20_10_1.dzn;14.0
gecode;open_stacks_01.mzn;wbp_20_20_1.dzn;11.0
gecode;open_stacks_01.mzn;wbp_30_10_1.dzn;18.0
gecode;open_stacks_01.mzn;wbp_30_15_1.dzn;21.0
gecode;open_stacks_01.mzn;wbp_30_30_1.dzn;19.0
gecode;rcpsp.mzn;J120_12_4.dzn;144.0
gecode;rcpsp.mzn;J120_13_5.dzn;105.0
gecode;rcpsp.mzn;J120_13_7.dzn;124.0
gecode;rcpsp.mzn;J120_14_3.dzn;101.0
gecode;rcpsp.mzn;J120_14_5.dzn;115.0
gecode;rcpsp.mzn;J120_16_1.dzn;223.0
gecode;rcpsp.mzn;J120_18_9.dzn;105.0
gecode;rcpsp.mzn;J120_19_3.dzn;95.0
gecode;rcpsp.mzn;J120_19_6.dzn;111.0
gecode;rcpsp.mzn;J120_21_5.dzn;134.0
gecode;rcpsp.mzn;J120_26_10.dzn;242.0
gecode;rcpsp.mzn;J120_26_5.dzn;187.0
gecode;rcpsp.mzn;J120_26_8.dzn;228.0
gecode;rcpsp.mzn;J120_27_5.dzn;138.0
gecode;rcpsp.mzn;J120_27_6.dzn;187.0
gecode;rcpsp.mzn;J120_27_9.dzn;148.0
gecode;rcpsp.mzn;J120_29_6.dzn;108.0
gecode;rcpsp.mzn;J120_31_10.dzn;279.0
gecode;rcpsp.mzn;J120_31_2.dzn;226.0
gecode;rcpsp.mzn;J120_32_3.dzn;181.0
gecode;rcpsp.mzn;J120_32_9.dzn;147.0
gecode;rcpsp.mzn;J120_33_3.dzn;135.0
gecode;rcpsp.mzn;J120_33_7.dzn;147.0
gecode;rcpsp.mzn;J120_34_1.dzn;96.0
gecode;rcpsp.mzn;J120_34_8.dzn;109.0
gecode;rcpsp.mzn;J120_36_6.dzn;274.0
gecode;rcpsp.mzn;J120_37_2.dzn;164.0
gecode;rcpsp.mzn;J120_37_3.dzn;167.0
gecode;rcpsp.mzn;J120_37_5.dzn;231.0
gecode;rcpsp.mzn;J120_37_6.dzn;205.0
gecode;rcpsp.mzn;J120_37_8.dzn;208.0
gecode;rcpsp.mzn;J120_38_5.dzn;126.0
gecode;rcpsp.mzn;J120_40_1.dzn;91.0
gecode;rcpsp.mzn;J120_46_2.dzn;257.0
gecode;rcpsp.mzn;J120_46_5.dzn;187.0
gecode;rcpsp.mzn;J120_48_5.dzn;128.0
gecode;rcpsp.mzn;J120_49_5.dzn;104.0
gecode;rcpsp.mzn;J120_50_2.dzn;121.0
gecode;rcpsp.mzn;J120_50_4.dzn;112.0
gecode;rcpsp.mzn;J120_52_6.dzn;238.0
gecode;rcpsp.mzn;J120_56_10.dzn;309.0
gecode;rcpsp.mzn;J120_57_3.dzn;218.0
gecode;rcpsp.mzn;J120_58_5.dzn;146.0
gecode;rcpsp.mzn;J120_59_4.dzn;123.0
gecode;rcpsp.mzn;J120_59_6.dzn;147.0
gecode;rcpsp.mzn;J120_60_2.dzn;94.0
gecode;rcpsp.mzn;J120_6_1.dzn;177.0
gecode;rcpsp.mzn;J120_6_6.dzn;197.0
gecode;rcpsp.mzn;J120_7_10.dzn;135.0
gecode;rcpsp.mzn;J120_8_1.dzn;120.0
gecode;rcpsp.mzn;J120_8_7.dzn;102.0
gecode;rcpsp.mzn;J60_13_1.dzn;135.0
gecode;rcpsp.mzn;J60_13_10.dzn;135.0
gecode;rcpsp.mzn;J60_13_3.dzn;103.0
gecode;rcpsp.mzn;J60_13_6.dzn;106.0
gecode;rcpsp.mzn;J60_21_4.dzn;122.0
gecode;rcpsp.mzn;J60_29_6.dzn;179.0
gecode;rcpsp.mzn;J60_29_7.dzn;144.0
gecode;rcpsp.mzn;J60_45_4.dzn;128.0
gecode;rcpsp.mzn;J60_45_7.dzn;141.0
gecode;rcpsp.mzn;J60_5_10.dzn;90.0
gecode;rcpsp.mzn;J60_9_5.dzn;111.0
gecode;rcpsp.mzn;J90_13_2.dzn;148.0
gecode;rcpsp.mzn;J90_13_4.dzn;131.0
gecode;rcpsp.mzn;J90_21_2.dzn;146.0
gecode;rcpsp.mzn;J90_25_4.dzn;159.0
gecode;rcpsp.mzn;J90_29_8.dzn;179.0
gecode;rcpsp.mzn;J90_37_7.dzn;157.0
gecode;rcpsp.mzn;J90_41_5.dzn;149.0
gecode;rcpsp.mzn;J90_42_10.dzn;100.0
gecode;rcpsp.mzn;J90_46_8.dzn;110.0
gecode;rcpsp.mzn;J90_5_3.dzn;105.0
gecode;rcpsp.mzn;J90_5_5.dzn;135.0
gecode;rcpsp.mzn;J90_9_9.dzn;132.0
gecode;rcpsp.mzn;la03_x3.dzn;757.0
gecode;rcpsp.mzn;la09_x3.dzn;1194.0
gecode;rcpsp.mzn;la14_x3.dzn;1508.0
gecode;rcpsp.mzn;la15_x3.dzn;1406.0
gecode;rcpsp.mzn;la17_x3.dzn;1046.0
gecode;rcpsp.mzn;la22_x2.dzn;1248.0
gecode;rcpsp.mzn;la25_x3.dzn;1348.0
gecode;rcpsp.mzn;la27_x3.dzn;1622.0
gecode;rcpsp.mzn;la28_x3.dzn;1593.0
gecode;rcpsp.mzn;la34_x2.dzn;2058.0
gecode;rcpsp.mzn;la35_x3.dzn;2184.0
gecode;rcpsp.mzn;la38_x2.dzn;1693.0
gecode;rcpsp.mzn;pack002.dzn;34.0
gecode;rcpsp.mzn;pack008.dzn;48.0
gecode;rcpsp.mzn;pack027.dzn;62.0
gecode;rcpsp.mzn;pack042.dzn;31.0
gecode;rcpsp.mzn;pack047.dzn;108.0
gecode;rcpsp.mzn;pack_d_018.dzn;1537.0
gecode;rcpsp.mzn;pack_d_022.dzn;2054.0
gecode;rcpsp.mzn;pack_d_037.dzn;3759.0
gecode;rcpsp.mzn;pack_d_051.dzn;1017.0
gecode;rcpsp.mzn;pack_d_054.dzn;3103.0
gecode;rcpsp.mzn;st103_12.dzn;316.0
gecode;rcpsp.mzn;st103_16.dzn;232.0
gecode;rcpsp.mzn;st103_4.dzn;469.0
gecode;rcpsp.mzn;st51_3.dzn;150.0
gecode;tsp.mzn;tsp00097.dzn;56156.0
gecode;tsp.mzn;tsp00159.dzn;101797.0
gecode;tsp.mzn;tsp00160.dzn;27474.0
gecode;tsp.mzn;tsp00361.dzn;52742.0
gecode;tsp.mzn;tsp00371.dzn;63986.0
gecode;tsp.mzn;tsp00426.dzn;99095.0
gecode;tsp.mzn;tsp00441.dzn;97608.0
gecode;tsp.mzn;tsp00583.dzn;18236.0
gecode;tsp.mzn;tsp00628.dzn;79303.0
gecode;tsp.mzn;tsp00629.dzn;97094.0
gecode;tsp.mzn;tsp00669.dzn;60793.0
gecode;tsp.mzn;tsp00884.dzn;65550.0
gecode;tsp.mzn;tsp00938.dzn;22029.0
gecode;tsp.mzn;tsp00939.dzn;38604.0
gecode;tsp.mzn;tsp00976.dzn;51110.0
gecode;tsp.mzn;tsp00982.dzn;74779.0
gecode;tsp.mzn;tsp01042.dzn;82721.0
gecode;tsp.mzn;tsp01340.dzn;54717.0
gecode;tsp.mzn;tsp01375.dzn;59014.0
gecode;tsp.mzn;tsp01476.dzn;21427.0
gecode;tsp.mzn;tsp01535.dzn;94891.0
gecode;tsp.mzn;tsp01583.dzn;86727.0
gecode;tsp.mzn;tsp01618.dzn;20373.0
gecode;tsp.mzn;tsp01646.dzn;73098.0
gecode;tsp.mzn;tsp01661.dzn;83570.0
gecode;tsp.mzn;tsp01768.dzn;78315.0
gecode;tsp.mzn;tsp01902.dzn;111460.0
gecode;tsp.mzn;tsp01927.dzn;33538.0
gecode;tsp.mzn;tsp01968.dzn;14620.0
gecode;tsp.mzn;tsp02017.dzn;69876.0
gecode;tsp.mzn;tsp02150.dzn;68017.0
gecode;tsp.mzn;tsp02170.dzn;85259.0
gecode;tsp.mzn;tsp02303.dzn;26076.0
gecode;tsp.mzn;tsp02360.dzn;90992.0
gecode;tsp.mzn;tsp02465.dzn;67015.0
gecode;tsp.mzn;tsp02652.dzn;69531.0
gecode;tsp.mzn;tsp02749.dzn;103066.0
gecode;tsp.mzn;tsp02877.dzn;48259.0
gecode;tsp.mzn;tsp02936.dzn;33230.0
gecode;tsp.mzn;tsp02989.dzn;39749.0
gecode;tsp.mzn;tsp03012.dzn;55336.0
gecode;tsp.mzn;tsp03075.dzn;87524.0
gecode;tsp.mzn;tsp03086.dzn;50450.0
gecode;tsp.mzn;tsp03269.dzn;78757.0
gecode;tsp.mzn;tsp03518.dzn;95476.0
gecode;tsp.mzn;tsp03733.dzn;38166.0
gecode;tsp.mzn;tsp03765.dzn;110603.0
gecode;tsp.mzn;tsp04144.dzn;90652.0
gecode;tsp.mzn;tsp04154.dzn;55155.0
gecode;tsp.mzn;tsp04364.dzn;28050.0
gecode;tsp.mzn;tsp04469.dzn;45398.0
gecode;tsp.mzn;tsp04545.dzn;16151.0
gecode;tsp.mzn;tsp04588.dzn;75326.0
gecode;tsp.mzn;tsp04589.dzn;51322.0
gecode;tsp.mzn;tsp04627.dzn;108823.0
gecode;tsp.mzn;tsp04967.dzn;65669.0
gecode;tsp.mzn;tsp04968.dzn;97417.0
gecode;tsp.mzn;tsp04976.dzn;49208.0
gecode;tsp.mzn;tsp04989.dzn;78538.0
gecode;tsp.mzn;tsp05005.dzn;22694.0
gecode;tsp.mzn;tsp05200.dzn;85163.0
gecode;tsp.mzn;tsp05316.dzn;62080.0
gecode;tsp.mzn;tsp05337.dzn;49819.0
gecode;tsp.mzn;tsp05412.dzn;109241.0
gecode;tsp.mzn;tsp05416.dzn;93595.0
gecode;tsp.mzn;tsp05618.dzn;83587.0
gecode;tsp.mzn;tsp05964.dzn;62964.0
gecode;tsp.mzn;tsp05968.dzn;11237.0
gecode;tsp.mzn;tsp06186.dzn;79743.0
gecode;tsp.mzn;tsp06250.dzn;100583.0
gecode;tsp.mzn;tsp06370.dzn;21680.0
gecode;tsp.mzn;tsp06719.dzn;40818.0
gecode;tsp.mzn;tsp07055.dzn;33955.0
gecode;tsp.mzn;tsp07174.dzn;84515.0
gecode;tsp.mzn;tsp07230.dzn;40814.0
gecode;tsp.mzn;tsp07362.dzn;36873.0
gecode;tsp.mzn;tsp07414.dzn;12744.0
gecode;tsp.mzn;tsp07460.dzn;56311.0
gecode;tsp.mzn;tsp07511.dzn;96573.0
gecode;tsp.mzn;tsp07521.dzn;73068.0
gecode;tsp.mzn;tsp07647.dzn;19917.0
gecode;tsp.mzn;tsp07700.dzn;59524.0
gecode;tsp.mzn;tsp07779.dzn;30022.0
gecode;tsp.mzn;tsp07887.dzn;77561.0
gecode;tsp.mzn;tsp07893.dzn;95598.0
gecode;tsp.mzn;tsp07935.dzn;21468.0
gecode;tsp.mzn;tsp07977.dzn;27148.0
gecode;tsp.mzn;tsp08168.dzn;51517.0
gecode;tsp.mzn;tsp08349.dzn;86484.0
gecode;tsp.mzn;tsp08463.dzn;101127.0
gecode;tsp.mzn;tsp08493.dzn;30229.0
gecode;tsp.mzn;tsp08664.dzn;20586.0
gecode;tsp.mzn;tsp08797.dzn;93390.0
gecode;tsp.mzn;tsp09089.dzn;80171.0
gecode;tsp.mzn;tsp09256.dzn;15370.0
gecode;tsp.mzn;tsp09297.dzn;90670.0
gecode;tsp.mzn;tsp09494.dzn;33268.0
gecode;tsp.mzn;tsp09565.dzn;12741.0
gecode;tsp.mzn;tsp09674.dzn;24518.0
gecode;tsp.mzn;tsp09693.dzn;11037.0
gecode;vrp.mzn;A-n32-k5.vrp.dzn;3744.0
gecode;vrp.mzn;A-n33-k5.vrp.dzn;2614.0
gecode;vrp.mzn;A-n33-k6.vrp.dzn;2542.0
gecode;vrp.mzn;A-n34-k5.vrp.dzn;3154.0
gecode;vrp.mzn;A-n36-k5.vrp.dzn;3892.0
gecode;vrp.mzn;A-n37-k5.vrp.dzn;2750.0
gecode;vrp.mzn;A-n37-k6.vrp.dzn;3808.0
gecode;vrp.mzn;A-n38-k5.vrp.dzn;3076.0
gecode;vrp.mzn;A-n39-k5.vrp.dzn;3614.0
gecode;vrp.mzn;A-n39-k6.vrp.dzn;3486.0
gecode;vrp.mzn;A-n44-k7.vrp.dzn;4160.0
gecode;vrp.mzn;A-n45-k6.vrp.dzn;4284.0
gecode;vrp.mzn;A-n45-k7.vrp.dzn;5114.0
gecode;vrp.mzn;A-n46-k7.vrp.dzn;4048.0
gecode;vrp.mzn;A-n48-k7.vrp.dzn;5436.0
gecode;vrp.mzn;A-n53-k7.vrp.dzn;5022.0
gecode;vrp.mzn;A-n54-k7.vrp.dzn;5776.0
gecode;vrp.mzn;A-n55-k9.vrp.dzn;4376.0
gecode;vrp.mzn;A-n60-k9.vrp.dzn;6326.0
gecode;vrp.mzn;A-n61-k9.vrp.dzn;4468.0
gecode;vrp.mzn;A-n62-k8.vrp.dzn;7098.0
gecode;vrp.mzn;A-n63-k10.vrp.dzn;5760.0
gecode;vrp.mzn;A-n63-k9.vrp.dzn;8714.0
gecode;vrp.mzn;A-n64-k9.vrp.dzn;7642.0
gecode;vrp.mzn;A-n65-k9.vrp.dzn;5718.0
gecode;vrp.mzn;A-n69-k9.vrp.dzn;5510.0
gecode;vrp.mzn;A-n80-k10.vrp.dzn;11146.0
gecode;vrp.mzn;B-n31-k5.vrp.dzn;3518.0
gecode;vrp.mzn;B-n34-k5.vrp.dzn;4040.0
gecode;vrp.mzn;B-n35-k5.vrp.dzn;5106.0
gecode;vrp.mzn;B-n38-k6.vrp.dzn;3980.0
gecode;vrp.mzn;B-n39-k5.vrp.dzn;3560.0
gecode;vrp.mzn;B-n41-k6.vrp.dzn;4082.0
gecode;vrp.mzn;B-n43-k6.vrp.dzn;3728.0
gecode;vrp.mzn;B-n44-k7.vrp.dzn;4434.0
gecode;vrp.mzn;B-n45-k5.vrp.dzn;3706.0
gecode;vrp.mzn;B-n45-k6.vrp.dzn;3512.0
gecode;vrp.mzn;B-n50-k7.vrp.dzn;3872.0
gecode;vrp.mzn;B-n50-k8.vrp.dzn;5726.0
gecode;vrp.mzn;B-n51-k7.vrp.dzn;5442.0
gecode;vrp.mzn;B-n52-k7.vrp.dzn;4562.0
gecode;vrp.mzn;B-n56-k7.vrp.dzn;4418.0
gecode;vrp.mzn;B-n57-k7.vrp.dzn;7038.0
gecode;vrp.mzn;B-n57-k9.vrp.dzn;8804.0
gecode;vrp.mzn;B-n63-k10.vrp.dzn;8342.0
gecode;vrp.mzn;B-n64-k9.vrp.dzn;4536.0
gecode;vrp.mzn;B-n66-k9.vrp.dzn;7474.0
gecode;vrp.mzn;B-n67-k10.vrp.dzn;5240.0
gecode;vrp.mzn;B-n68-k9.vrp.dzn;7860.0
gecode;vrp.mzn;B-n78-k10.vrp.dzn;7120.0
gecode;vrp.mzn;P-n101-k4.vrp.dzn;4972.0
gecode;vrp.mzn;P-n16-k8.vrp.dzn;760.0
gecode;vrp.mzn;P-n19-k2.vrp.dzn;960.0
gecode;vrp.mzn;P-n20-k2.vrp.dzn;1022.0
gecode;vrp.mzn;P-n21-k2.vrp.dzn;1042.0
gecode;vrp.mzn;P-n22-k2.vrp.dzn;1094.0
gecode;vrp.mzn;P-n22-k8.vrp.dzn;1166.0
gecode;vrp.mzn;P-n23-k8.vrp.dzn;1098.0
gecode;vrp.mzn;P-n40-k5.vrp.dzn;1858.0
gecode;vrp.mzn;P-n45-k5.vrp.dzn;2184.0
gecode;vrp.mzn;P-n50-k10.vrp.dzn;2228.0
gecode;vrp.mzn;P-n50-k7.vrp.dzn;2228.0
gecode;vrp.mzn;P-n50-k8.vrp.dzn;2228.0
gecode;vrp.mzn;P-n51-k10.vrp.dzn;2396.0
gecode;vrp.mzn;P-n55-k10.vrp.dzn;2438.0
gecode;vrp.mzn;P-n55-k15.vrp.dzn;2438.0
gecode;vrp.mzn;P-n55-k7.vrp.dzn;2438.0
gecode;vrp.mzn;P-n55-k8.vrp.dzn;2438.0
gecode;vrp.mzn;P-n60-k10.vrp.dzn;2766.0
gecode;vrp.mzn;P-n60-k15.vrp.dzn;2768.0
gecode;vrp.mzn;P-n65-k10.vrp.dzn;3096.0
gecode;vrp.mzn;P-n70-k10.vrp.dzn;3330.0
gecode;vrp.mzn;P-n76-k4.vrp.dzn;3622.0
gecode;vrp.mzn;P-n76-k5.vrp.dzn;3622.0
ortools;jobshop.mzn;jobshop_abz5.dzn;1765.0
ortools;jobshop.mzn;jobshop_abz6.dzn;1478.0
ortools;jobshop.mzn;jobshop_abz7.dzn;1162.0
ortools;jobshop.mzn;jobshop_abz8.dzn;1130.0
ortools;jobshop.mzn;jobshop_abz9.dzn;1034.0
ortools;jobshop.mzn;jobshop_ft06.dzn;71.0
ortools;jobshop.mzn;jobshop_ft10.dzn;1410.0
ortools;jobshop.mzn;jobshop_ft20.dzn;1526.0
ortools;jobshop.mzn;jobshop_la01.dzn;1078.0
ortools;jobshop.mzn;jobshop_la02.dzn;912.0
ortools;jobshop.mzn;jobshop_la03.dzn;808.0
ortools;jobshop.mzn;jobshop_la04.dzn;939.0
ortools;jobshop.mzn;jobshop_la05.dzn;845.0
ortools;jobshop.mzn;jobshop_la06.dzn;1268.0
ortools;jobshop.mzn;jobshop_la07.dzn;1141.0
ortools;jobshop.mzn;jobshop_la08.dzn;1256.0
ortools;jobshop.mzn;jobshop_la09.dzn;1232.0
ortools;jobshop.mzn;jobshop_la10.dzn;1291.0
ortools;jobshop.mzn;jobshop_la11.dzn;1664.0
ortools;jobshop.mzn;jobshop_la12.dzn;1350.0
ortools;jobshop.mzn;jobshop_la13.dzn;1530.0
ortools;jobshop.mzn;jobshop_la14.dzn;1594.0
ortools;jobshop.mzn;jobshop_la15.dzn;1510.0
ortools;jobshop.mzn;jobshop_la16.dzn;1183.0
ortools;jobshop.mzn;jobshop_la17.dzn;1261.0
ortools;jobshop.mzn;jobshop_la18.dzn;1182.0
ortools;jobshop.mzn;jobshop_la19.dzn;1208.0
ortools;jobshop.mzn;jobshop_la20.dzn;1513.0
ortools;jobshop.mzn;jobshop_la21.dzn;1610.0
ortools;jobshop.mzn;jobshop_la22.dzn;1434.0
ortools;jobshop.mzn;jobshop_la23.dzn;1717.0
ortools;jobshop.mzn;jobshop_la24.dzn;1532.0
ortools;jobshop.mzn;jobshop_la25.dzn;1562.0
ortools;jobshop.mzn;jobshop_la26.dzn;1952.0
ortools;jobshop.mzn;jobshop_la27.dzn;1955.0
ortools;jobshop.mzn;jobshop_la28.dzn;2007.0
ortools;jobshop.mzn;jobshop_la29.dzn;2008.0
ortools;jobshop.mzn;jobshop_la30.dzn;2322.0
ortools;jobshop.mzn;jobshop_la31.dzn;2555.0
ortools;jobshop.mzn;jobshop_la32.dzn;2731.0
ortools;jobshop.mzn;jobshop_la33.dzn;2501.0
ortools;jobshop.mzn;jobshop_la34.dzn;2491.0
ortools;jobshop.mzn;jobshop_la35.dzn;2594.0
ortools;jobshop.mzn;jobshop_la36.dzn;1831.0
ortools;jobshop.mzn;jobshop_la37.dzn;1919.0
ortools;jobshop.mzn;jobshop_la38.dzn;2024.0
ortools;jobshop.mzn;jobshop_la39.dzn;1908.0
ortools;jobshop.mzn;jobshop_la40.dzn;1867.0
ortools;jobshop.mzn;jobshop_orb01.dzn;1376.0
ortools;jobshop.mzn;jobshop_orb02.dzn;1469.0
ortools;jobshop.mzn;jobshop_orb03.dzn;1545.0
ortools;jobshop.mzn;jobshop_orb04.dzn;1621.0
ortools;jobshop.mzn;jobshop_orb05.dzn;1232.0
ortools;jobshop.mzn;jobshop_orb06.dzn;1462.0
ortools;jobshop.mzn;jobshop_orb07.dzn;629.0
ortools;jobshop.mzn;jobshop_orb08.dzn;1282.0
ortools;jobshop.mzn;jobshop_orb09.dzn;1373.0
ortools;jobshop.mzn;jobshop_orb10.dzn;1333.0
ortools;jobshop.mzn;jobshop_swv01.dzn;1899.0
ortools;jobshop.mzn;jobshop_swv02.dzn;2142.0
ortools;jobshop.mzn;jobshop_swv03.dzn;2095.0
ortools;jobshop.mzn;jobshop_swv04.dzn;2182.0
ortools;jobshop.mzn;jobshop_swv05.dzn;2194.0
ortools;jobshop.mzn;jobshop_swv06.dzn;2555.0
ortools;jobshop.mzn;jobshop_swv07.dzn;2617.0
ortools;jobshop.mzn;jobshop_swv08.dzn;2637.0
ortools;jobshop.mzn;jobshop_swv09.dzn;2610.0
ortools;jobshop.mzn;jobshop_swv10.dzn;2539.0
ortools;jobshop.mzn;jobshop_swv11.dzn;4036.0
ortools;jobshop.mzn;jobshop_swv12.dzn;4145.0
ortools;jobshop.mzn;jobshop_swv13.dzn;4050.0
ortools;jobshop.mzn;jobshop_swv14.dzn;4119.0
ortools;jobshop.mzn;jobshop_vw3x3.dzn;260.0
ortools;jobshop.mzn;jobshop_yn4.dzn;1558.0
ortools;mrcpsp.mzn;c15_10_3.dzn;29.0
ortools;mrcpsp.mzn;c15_11_5.dzn;12.0
ortools;mrcpsp.mzn;c15_13_5.dzn;51.0
ortools;mrcpsp.mzn;c15_14_6.dzn;33.0
ortools;mrcpsp.mzn;c15_15_6.dzn;19.0
ortools;mrcpsp.mzn;c15_17_6.dzn;49.0
ortools;mrcpsp.mzn;c15_18_3.dzn;22.0
ortools;mrcpsp.mzn;c15_25_5.dzn;25.0
ortools;mrcpsp.mzn;c15_27_1.dzn;27.0
ortools;mrcpsp.mzn;c15_27_6.dzn;19.0
ortools;mrcpsp.mzn;c15_32_7.dzn;21.0
ortools;mrcpsp.mzn;c15_33_8.dzn;45.0
ortools;mrcpsp.mzn;c15_35_3.dzn;40.0
ortools;mrcpsp.mzn;c15_35_4.dzn;35.0
ortools;mrcpsp.mzn;c15_37_9.dzn;50.0
ortools;mrcpsp.mzn;c15_45_5.dzn;48.0
ortools;mrcpsp.mzn;c15_46_2.dzn;44.0
ortools;mrcpsp.mzn;c15_49_2.dzn;28.0
ortools;mrcpsp.mzn;c15_49_7.dzn;35.0
ortools;mrcpsp.mzn;c15_50_10.dzn;40.0
ortools;mrcpsp.mzn;c15_50_2.dzn;33.0
ortools;mrcpsp.mzn;c15_51_1.dzn;28.0
ortools;mrcpsp.mzn;c15_52_3.dzn;18.0
ortools;mrcpsp.mzn;c15_54_3.dzn;28.0
ortools;mrcpsp.mzn;c15_54_6.dzn;21.0
ortools;mrcpsp.mzn;c15_55_5.dzn;19.0
ortools;mrcpsp.mzn;c15_57_9.dzn;39.0
ortools;mrcpsp.mzn;c15_58_10.dzn;13.0
ortools;mrcpsp.mzn;c15_62_7.dzn;34.0
ortools;mrcpsp.mzn;j20_13_10.dzn;44.0
ortools;mrcpsp.mzn;j20_37_7.dzn;56.0
